,principalC1,principalC2,principalC3,class
614,-0.10512514389882185,-0.5189888799862256,-0.8972204642882876,-
615,-0.33804442578083876,-1.089746243697031,1.313767974273222,-
618,-0.6575147676503015,0.028377005152324924,0.2729276309378445,-
619,-0.8518104824562219,-1.3968748617187592,0.6998292014756281,-
620,-0.39195671244227986,1.1317081336496078,-0.44063206439331015,-
621,-0.48406135364472297,-1.0981751394632022,-0.07488884056176046,+
623,-0.29569165214829046,-0.732343427815281,0.4753158729618617,-
624,-0.48043350724202294,-1.3435713358767627,0.8617305875729083,-
625,-0.7561451476402495,-0.19346318330178505,-0.08270199089286087,-
626,-0.8661501751415595,-0.22023579182214525,0.03224338322912872,-
627,-0.6082440875218319,-0.31041112302182,-0.41697836519934217,-
628,-1.020242430910535,-0.3558894346790121,-0.2970122723181421,-
629,-0.933288125992329,-1.0028472284491894,-0.13022856517545434,-
630,-0.4112880350264503,-0.5284102574982615,0.7087108256430404,-
631,-0.6035731822102919,-0.45539903984723096,0.5330076587235759,-
632,-0.8692775345212345,0.3865836943310008,-0.671722605130529,-
633,-0.25522536631396325,-0.4668507018265238,-1.2623303785630433,-
634,0.11151468377179016,1.1276265270826118,-1.6203388542729518,-
635,-0.12877604187224664,-1.4013024785654213,0.865088121156076,-
637,-0.589579701634896,0.04255611117544422,-0.4836537795870663,-
638,-0.5935074376294425,-0.03102018694899144,-0.6382696919111155,-
640,-0.4114230558087423,-0.7482368741131419,0.9769067978166955,-
643,-1.205747773192282,0.19376821677267417,0.09559096188815719,-
644,-0.7295029384507963,-0.09750662580774624,-0.4780237837305612,-
645,-0.9554728304540719,-0.3019761380858734,0.31866310265338876,-
647,-0.32843765847947426,1.0883966620026277,-1.4627338504522072,-
649,-0.476640935680282,0.12810044632584086,0.2255655252590496,-
652,0.41163780616211837,-0.46971953453194076,-1.1023491527270401,-
